time_s,com_x_mean,com_x_std,com_y_mean,com_y_std,com_z_mean,com_z_std,std_x_mean,std_x_std,std_y_mean,std_y_std,std_z_mean,std_z_std,velocity_x_mean
1.9,41.350491160000004,0.013624333158525787,-0.29576603,0.010907810550201673,0.13243554,0.010585127102980983,1.3054417799999998,0.010521039642698472,2.53742885,0.010038867333564426,2.4129603399999997,0.012701143266142273,-0.06147630000006643
2.0,41.344269219999994,0.014314784931952991,-0.29729272,0.011419658081067261,0.13277759,0.01104125427483287,1.30746958,0.010917604501173335,2.5381095200000003,0.01051470365820163,2.41366696,0.013309629187527958,-0.06063455000000317
2.1,41.338364250000005,0.014460434838016692,-0.29825444,0.01183350898915296,0.13273564000000002,0.011147192767525089,1.3103536400000002,0.011225375816092995,2.5384956400000003,0.010752330984789504,2.414364,0.013691430126509495,-0.057940353333279404
2.25,41.329922800000006,0.014787896382316007,-0.30070585,0.012472686423286554,0.13285026,0.011367540555245515,1.31406215,0.012098772651981803,2.53907114,0.011152284609917594,2.41580386,0.013850092379825325,-0.05677827333337859
2.35,41.32421151,0.01510570028635872,-0.30228591,0.012400931774290436,0.13286921,0.011649812727757392,1.3165348000000001,0.01245571350218381,2.5393959699999997,0.011583359336753024,2.41619199,0.013939021070865735,-0.05663185000003068
2.45,41.31859643,0.015418399732402341,-0.30423405,0.012524105527346096,0.13237954,0.012222122492043068,1.31972123,0.013511018800496634,2.54062039,0.012412540584242043,2.4164567299999997,0.013957994962415232,-0.05579274999999484
2.55,41.31305296000001,0.01566946974531677,-0.30595759,0.013104522590508653,0.13270565,0.012394912650911956,1.3217587499999999,0.013540641625260526,2.54053325,0.012107373220083895,2.41712056,0.014170409602029624,-0.054725799999971514
2.65,41.307651269999994,0.016063085640687997,-0.30716197,0.013679533669805169,0.13302279,0.012993113742018511,1.3242331100000002,0.01434269160593398,2.54109245,0.012121591029996258,2.41765569,0.014395021271536223,-0.053465950000031626
2.75,41.30235977,0.01617130839821533,-0.30854903,0.013559799174978874,0.13252934,0.01359867626892672,1.3265298699999999,0.014376419199617525,2.54124721,0.01297626865894003,2.41814202,0.015033250588349891,-0.05139524999995615
2.85,41.29737222,0.015989722338938944,-0.30980937000000003,0.013380399724257459,0.13249544,0.013808687808635678,1.32869881,0.014532852971415766,2.5414715,0.013516395217167474,2.41880419,0.015153045390947062,-0.049903800000009824
2.95,41.29237901,0.01614335523778256,-0.31120266,0.013548523027498855,0.13269027,0.01446065171062703,1.3311398700000001,0.014407431857916406,2.54146608,0.014125120423679008,2.41932115,0.01578433429252187,-0.05039060000007112
3.05,41.2872941,0.016169881282085612,-0.31241842,0.014447018726520862,0.1322679,0.014528241029251973,1.33334226,0.014403478378025988,2.54146969,0.014004345817338865,2.41964896,0.016400481634292585,-0.04882884999992143
3.15,41.28261324,0.016270211059529114,-0.31367351,0.015278087186248355,0.13263339,0.014283122425439792,1.33534433,0.01431075446772303,2.5412543199999997,0.01386779760021055,2.4204049,0.016746219931975757,-0.04582259999997973
3.25,41.278129580000005,0.016496100057734248,-0.31474869,0.015116554780712537,0.13248405,0.014610801383848964,1.33673528,0.014044289241704111,2.54209597,0.013772784149231155,2.42079716,0.01728620128492757,-0.04583610000000249
3.35,41.27344602,0.017336081460457887,-0.3155213,0.015413191200390598,0.13279008,0.01482199090737077,1.33854118,0.014414013846926674,2.5421564,0.013943297238414832,2.4211149499999998,0.017312113665966203,-0.04482520000001955
3.45,41.26916454,0.01695651539949564,-0.31662113999999997,0.015382289811955501,0.13290108,0.015092654493166567,1.34047348,0.014046755414196631,2.54233701,0.013857214938377214,2.42095139,0.017491697962000112,-0.040888300000005984
3.55,41.26526836,0.01744422887203141,-0.31798465,0.015609492418497514,0.13279378,0.015523814882191992,1.34196868,0.014814092547901041,2.5422723300000003,0.013970496794601769,2.42173752,0.0179068922538646,-0.04197679999998627
3.65,41.26076918,0.017454147828866215,-0.31940367,0.015618433583982516,0.13292287,0.015681207845959496,1.3432485,0.015020831903753135,2.54228644,0.014682945121494095,2.4223129599999997,0.018265636509284096,-0.0448509999999942
3.75,41.25629816,0.018071496307788468,-0.32027019,0.016046478244600725,0.13310172,0.015822730447994707,1.34449104,0.015079851252461439,2.54240534,0.014367115275439863,2.4224577299999996,0.01882662379912651,-0.04227094999995984
3.85,41.25231499,0.01850890360874704,-0.32148598,0.016104546774363966,0.13306672,0.015987754517969955,1.34581931,0.015295085934750867,2.54259836,0.014663444306839924,2.4227164,0.019524103089631192,-0.04349165000002131
3.95,41.24759983,0.018421460083752454,-0.3226859,0.015825145071542118,0.13268899,0.016202282437101763,1.34764283,0.015280781271379352,2.54295193,0.014781851385019024,2.42331817,0.019127057683221215,-0.04545190000004595
4.05,41.24322461,0.018718143910453542,-0.32388796999999997,0.016141470196676704,0.13298613,0.016135002333940416,1.34927695,0.01552251795893156,2.54303284,0.014626781515750227,2.4241718199999998,0.019153844636816734,-0.04241320000002702
4.15,41.239117189999995,0.0190853183647736,-0.3247965,0.017100825453820058,0.13321676999999998,0.0164790866698315,1.3509485799999998,0.01572191905819143,2.54330526,0.015291526940568758,2.42475252,0.01930474595202753,-0.03931879999998955
4.25,41.23536085,0.018941938842650836,-0.32617226000000005,0.017504647598505903,0.13336392,0.016829824462782757,1.35223489,0.01569840344767455,2.54303391,0.015885059573652428,2.42534385,0.019747978633485132,-0.038793999999967355
4.35,41.231358390000004,0.019113504633417003,-0.32738607999999997,0.01772761844042491,0.13335822,0.017044956706393485,1.3535247899999998,0.016040649031111343,2.5435034,0.015970346676565852,2.42576926,0.020129668550975224,-0.04172034999996299
4.45,41.22701678000001,0.019254023854705926,-0.32871521000000004,0.018119786336340905,0.13340718000000001,0.017346607270168273,1.35528775,0.016173624153231696,2.54407127,0.015964079141796983,2.42607653,0.020222711073461616,-0.040411650000038435
4.55,41.223276059999996,0.019356921870988416,-0.33030552999999996,0.01844538324622454,0.13324341,0.01794142229595857,1.3566501,0.016541056617099814,2.54416499,0.016074903735668552,2.42668829,0.020286575892454164,-0.037598500000029844
4.65,41.219497080000004,0.019673463501247268,-0.33078093000000003,0.018832987678917074,0.13293188,0.01830140802513911,1.35773529,0.016666740491530444,2.5442645600000002,0.016351884631948827,2.4270819,0.01987469656537319,-0.04119114999997464
4.75,41.21503783,0.019919835477119077,-0.33185868999999996,0.01913811299696884,0.13247154,0.01882206090779024,1.3598001300000002,0.017006537693377285,2.54490226,0.01631529735710961,2.42753373,0.01941488180369934,-0.04313225000001353
4.85,41.21087063,0.020017120702672808,-0.33334104000000003,0.019567707501055638,0.13240062,0.018789588829976986,1.36153898,0.016751721309402175,2.54484338,0.01650505396536454,2.42750991,0.019909738288817105,-0.03954484999997021
4.95,41.207128860000005,0.019571231397243292,-0.33523972999999996,0.02023328632107514,0.13293775,0.0187608504983574,1.3629753500000001,0.017135778854696734,2.5449928,0.01670217859254821,2.42763524,0.02015508646938244,-0.03700660000001221
5.05,41.20346931,0.019745928636840406,-0.336554,0.02015500934199134,0.13315222000000002,0.01881098637594423,1.36414004,0.01733787461775548,2.5445308399999997,0.01720519609774964,2.42815271,0.020239129580285238,-0.03689600000004134
5.15,41.199749659999995,0.020238203610953114,-0.33794594000000006,0.02070534297844278,0.13290162,0.019074853655940735,1.36510803,0.017112454187883864,2.54386108,0.017433104475976194,2.42822117,0.019848932697589368,-0.037948850000049106
5.25,41.19587953999999,0.020861472506025013,-0.33915088,0.020604288674531665,0.13259329,0.019536757553983496,1.3664566500000002,0.01643873510173304,2.54382303,0.018129540459198446,2.42817096,0.019909047683783154,-0.036815199999978176
5.35,41.19238662,0.020979192099966223,-0.34005555,0.020654152273792064,0.13289735,0.02026440345585622,1.3676013800000002,0.016917971738152585,2.54431467,0.018291685831731533,2.42828554,0.019659095327079337,-0.0331802499999867
5.45,41.189243489999996,0.02117482546622637,-0.34083659,0.020540854744588468,0.13277057,0.01998459983109974,1.3684267399999999,0.016808802828208073,2.54414861,0.01879147668594153,2.42858538,0.020005167712055648,-0.03382604999998762
5.55,41.18562141,0.021241080044966786,-0.34200004,0.0207137849473936,0.1326118,0.020256276315295873,1.36956405,0.016568340790587027,2.5442678,0.018785863264861185,2.4288094,0.02029062043149374,-0.03711879999997336
5.65,41.18181973,0.021573540037148207,-0.34321552,0.020529244324006372,0.13261962,0.02014705298988846,1.37120788,0.01699893803532704,2.5438373999999997,0.018827544773602854,2.42948837,0.02026220391138546,-0.039497700000026725
5.75,41.17772187,0.021525162884051603,-0.34457194999999996,0.020776432502788583,0.13275618,0.02043934595969749,1.37264578,0.017361851031034634,2.54425056,0.018775505628947104,2.42919514,0.020431914107131847,-0.038404000000014094
5.85,41.17413893,0.021545206207186664,-0.34550567,0.021215869183543526,0.13317294000000002,0.020447325060696277,1.3736524399999999,0.017021646068319945,2.54408716,0.01880054133366338,2.42970213,0.02066506648920181,-0.03742890000000898
